doi_origem,doi_referencia,titulo_referencia,ano_referencia,fontes,n_fontes
10.1109/access.2025.3532853,,"‘‘Artificial intelligence for healthcare diagnostics: Techniques for disease prediction, personalized treatment, and patient monitoring,’’",2021,s2,1
10.1109/access.2025.3532853,,"‘‘ThenextgenerationofresearchonISuse:AtheoreticalframeworkofdelegationtoandfromagenticISartifacts,’’",2021,s2,1
10.1109/access.2025.3532853,,"‘‘Creation of publicly available data sets for prognostics and diagnostics (Don’t short) addressing data scenarios relevant to industrial applications,’’",2021,s2,1
10.1109/access.2025.3532853,,"‘‘A survey of modeling forprognosisandhealthmanagementofindustrialequipment,’’",2021,s2,1
10.1109/access.2025.3532853,,"‘‘Review of imageclassificationalgorithmsbasedonconvolutionalneuralnetworks,’’",2021,s2,1
10.1109/access.2025.3532853,,"‘‘EthicsinAIandautonomoussystemapplicationsdesign,’’",2020,s2,1
10.1109/access.2025.3532853,,Practices for Governing Agentic AI Systems,,s2,1
10.1109/access.2025.3532853,,"‘‘AgentQ:AdvancedreasoningandlearningforautonomousAIagents,",,s2,1
10.1109/access.2025.3532853,,‘‘Adapting teaching and learning in higher education using explainable Student agency analytics,,s2,1
10.1109/access.2025.3532853,,Agentic AI: Autonomous Intelligence for Complex Goals—A Comprehensive Survey,,s2,1
10.1109/access.2025.3532853,,"‘‘Adaptive middleware framework for context-aware pervasive computing environments,’’",,s2,1
10.1109/access.2025.3532853,,"‘‘Autonomous devops: IntegratingRPA,AI,andMLforself-optimizingdevelopmentpipelines,’’",,s2,1
10.1109/access.2025.3532853,,"‘‘Custom largelanguagemodelsimproveaccuracy:Comparingretrievalaugmentedgenerationandartificialintelligenceagentstononcustommodelsfor evidence-basedmedicine,’’",,s2,1
10.1109/access.2025.3532853,,Mimic-iv,,s2,1
10.1109/access.2025.3532853,,‘‘Automateddesignofagenticsystems,,s2,1
10.1109/access.2024.3430037,10.13140/rg.2.2.18893.74727,,,crossref;opencitations,2
10.1109/access.2024.3430037,10.48550/arxiv.1404.7828,,,crossref;opencitations,2
10.1109/access.2024.3430037,10.1007/bf00992698,Q-learning,1992,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1162/evco.1997.5.1.1,New Methods for Competitive Coevolution,1997,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.1109/cec.2008.4630803,Genetic algorithm based on multipopulation competitive coevolution,2008,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/aici.2009.405,Competitive Coevolutionary Genetic Algorithms for Multiobjective Optimization Problems,2009,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1145/1553374.1553380,Curriculum learning,2009,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.5555/1577069.1755839,Transfer Learning for Reinforcement Learning Domains: A Survey,2009,openalex;s2,2
10.1109/access.2024.3430037,10.1007/978-3-642-27645-3_10,Evolutionary Computation for Reinforcement Learning,2012,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/tcyb.2014.2319733,Stochastic Abstract Policies: Generalizing Knowledge to Improve Reinforcement Learning,2014,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1038/nature14236,Human-level control through deep reinforcement learning,2015,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1038/nature14540,Reinforcement learning improves behaviour from evaluative feedback,2015,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1145/2783258.2783295,Transitive Transfer Learning,2015,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1016/j.jocs.2015.04.011,Co-evolution in predator prey through reinforcement learning,2015,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1007/978-3-319-16549-3_32,The Role of Behavioral Diversity and Difficulty of Opponents in Coevolving Game-Playing Agents,2015,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/yac.2016.7804906,Move prediction in Gomoku using deep learning,2016,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.1109/jas.2016.7471613,Where does AlphaGo go: from church-turing thesis to AlphaGo thesis and beyond,2016,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.1038/nature16961,Mastering the game of Go with deep neural networks and tree search,2016,s2,1
10.1109/access.2024.3430037,10.1126/science.aam6960,DeepStack: Expert-level artificial intelligence in heads-up no-limit poker,2017,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/tetci.2017.2769104,Insights on Transfer Optimization: Because Experience is the Best Teacher,2017,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.4230/oasics.dx.2024.16,Diagnosing Non-Intermittent Anomalies in Reinforcement Learning Policy Executions (Short Paper),2017,openalex,1
10.1109/access.2024.3430037,10.48550/arxiv.1708.04782,StarCraft II: A New Challenge for Reinforcement Learning,2017,openalex,1
10.1109/access.2024.3430037,10.48550/arxiv.1703.10069,Multiagent Bidirectionally-Coordinated Nets: Emergence of Human-level Coordination in Learning to Play StarCraft Combat Games,2017,openalex,1
10.1109/access.2024.3430037,10.1109/tetci.2018.2823329,StarCraft Micromanagement With Reinforcement Learning and Curriculum Transfer Learning,2018,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1609/aaai.v32i1.11794,Counterfactual Multi-Agent Policy Gradients,2018,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1613/jair.1.11396,A Survey on Transfer Learning for Multiagent Reinforcement Learning Systems,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/access.2019.2933454,Efficient Training Techniques for Multi-Agent Reinforcement Learning in Combat Tasks,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/tits.2020.3032227,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/ssci47803.2020.9308290,Coevolutionary Deep Reinforcement Learning,2020,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/cog52621.2021.9619002,MAIDRL: Semi-centralized Multi-Agent Reinforcement Learning using Agent Influence,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.48550/arxiv.2103.01955,"The Surprising Effectiveness of PPO in Cooperative, Multi-Agent Games",2021,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.1109/icbase53849.2021.00107,Aggregation Transfer Learning for Multi-Agent Reinforcement learning,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/icmla52953.2021.00199,Leveraging Transformers for StarCraft Macromanagement Prediction,2021,crossref;opencitations;s2,3
10.1109/access.2024.3430037,10.1109/tg.2021.3071162,Efficient Reinforcement Learning for <i>StarCraft</i> by Abstract Forward Models and Transfer Learning,2021,crossref;openalex;opencitations,3
10.1109/access.2024.3430037,10.52202/068431-1787,The Surprising Effectiveness of PPO in Cooperative Multi-Agent Games,2021,s2,1
10.1109/access.2024.3430037,10.1109/cog51982.2022.9893711,MAIDCRL: Semi-centralized Multi-Agent Influence Dense-CNN Reinforcement Learning,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/access.2023.3282168,SC-MAIRL: Semi-Centralized Multi-Agent Imitation Reinforcement Learning,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,10.1109/cog57401.2023.10333236,Enabling Multi-Agent Transfer Reinforcement Learning via Scenario Independent Representation,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3430037,,Actor-critic algorithms,,crossref,1
10.1109/access.2024.3430037,,Proximal policy optimization algorithms,2017,crossref,1
10.1109/access.2024.3430037,,Transfer learning for reinforcement learning domains: A survey,2009,crossref,1
10.1109/access.2024.3430037,,How transferable are features in deep neural networks?,,crossref,1
10.1109/access.2024.3430037,,Net2Net: Accelerating learning via knowledge transfer,2015,crossref,1
10.1109/access.2024.3430037,,Robust adversarial reinforcement learning,,crossref,1
10.1109/access.2024.3430037,,Multi-agent actor-critic for mixed cooperative-competitive environments,,crossref,1
10.1109/access.2024.3430037,,Multiagent bidirectionally-coordinated nets: Emergence of human-level coordination in learning to play StarCraft combat games,2017,crossref,1
10.1109/access.2024.3430037,,StarCraft II: A new challenge for reinforcement learning,2017,crossref,1
10.1109/access.2024.3430037,,Asynchronous methods for deep reinforcement learning,,crossref,1
10.1109/access.2024.3430037,,StarCraft II: A New Challenge for Reinforcement Learning,2017,s2,1
10.1109/access.2024.3430037,,Proximal Policy Optimization Algorithms,2017,s2,1
10.1109/access.2024.3430037,,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments,2017,s2,1
10.1109/access.2024.3430037,,Multiagent Bidirectionally-Coordinated Nets: Emergence of Human-level Coordination in Learning to Play StarCraft Combat Games,2017,s2,1
10.1109/access.2024.3430037,,Robust Adversarial Reinforcement Learning,2017,s2,1
10.1109/access.2024.3430037,,How transferable are features in deep neural networks?,2014,s2,1
10.1109/access.2024.3430037,,Mis-souri,2023,s2,1
10.1109/access.2024.3430037,,"‘‘WheredoesAlphaGogo:Fromchurch-turingthesistoAlphaGothesisandbeyond,’’",2016,s2,1
10.1109/access.2024.3430037,,‘‘MovepredictioninGomokuusingdeeplearning,2016,s2,1
10.1109/access.2024.3430037,,"‘‘Deeplearninginneuralnetworks:Anoverview,’’",2015,s2,1
10.1109/access.2024.3430037,,"‘‘Net2Net:Acceleratinglearningviaknowledgetransfer,’’2015",2015,s2,1
10.1109/access.2024.3430037,,‘‘Curriculumlearning,2009,s2,1
10.1109/access.2024.3430037,,Actor-Critic Algorithms,1999,s2,1
10.1109/access.2024.3430037,,"‘‘Newmethodsforcompetitivecoevolution,’’",1997,s2,1
10.1109/access.2024.3430037,,"‘‘EfficientreinforcementlearningforStarCraftbyabstractforwardmodelsandtransferlearning,’’",,s2,1
10.1109/access.2024.3439363,10.48550/arxiv.1706.03762,,,crossref;opencitations,2
10.1109/access.2024.3439363,10.48550/arxiv.1312.6114,,,crossref;opencitations,2
10.1109/access.2024.3439363,10.1038/521415a,Ethics of artificial intelligence,2015,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/cvpr.2016.110,Social LSTM: Human Trajectory Prediction in Crowded Spaces,2016,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/asonam.2016.7752338,CyberTwitter: Using Twitter to generate alerts for cybersecurity threats and vulnerabilities,2016,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1142/s1793351x16500045,Deep Learning,2016,s2,1
10.1109/access.2024.3439363,10.1017/9781316671528,State Estimation for Robotics,2017,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/cvpr.2018.00508,A Twofold Siamese Network for Real-Time Object Tracking,2018,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/tro.2018.2857475,A Survey on Aerial Swarm Robotics,2018,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/smc.2019.8914585,A Novel Approach for State Estimation Using Generative Adversarial Network,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/iccc47050.2019.9064184,A Maintenance-prediction Method for Aircraft Engines using Generative Adversarial Networks,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.patrec.2019.12.018,Conditional GAN based individual and global motion fusion for multiple object tracking in UAV videos,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.3390/app9204221,AE-CGAN Model based High Performance Network Intrusion Detection System,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1007/s13042-019-00925-6,Automatically synthesizing DoS attack traces using generative adversarial networks,2019,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.6028/nist.sp.800-207-draft,Zero Trust Architecture,2019,openalex;s2,2
10.1109/access.2024.3439363,10.1109/ispa-bdcloud-sustaincom-socialcom48970.2019.00141,FLOWGAN:Unbalanced Network Encrypted Traffic Identification Method Based on GAN,2019,s2,1
10.1109/access.2024.3439363,10.1007/978-3-030-46133-1_37,Generative Adversarial Networks for Failure Prediction,2019,s2,1
10.1109/access.2024.3439363,10.1109/access.2020.3037705,Attacks on Self-Driving Cars and Their Countermeasures: A Survey,2020,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/mc.2020.3004171,Deep Learning,2020,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1145/3422622,Generative adversarial networks,2020,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/tpami.2020.2992934,Normalizing Flows: An Introduction and Review of Current Methods,2020,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/access.2020.3028865,UAV Swarm Intelligence: Recent Advances and Future Trends,2020,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1155/2020/8884924,SLAM: A malware detection method based on sliding local attention mechanism,2020,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/trustcom50675.2020.00124,Exploit Internal Structural Information for IoT Malware Detection Based on Hierarchical Transformer Model,2020,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1002/ett.4073,Attacks detection and decision framework based on generative adversarial network approach: Case of vehicular edge computing network,2020,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/globecom42002.2020.9322377,Enhancing Robustness of Malware Detection using Synthetically-Adversarial Samples,2020,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/tii.2020.3032352,ADGAN: Protect Your Location Privacy in Camera Data of Auto-Driving Vehicles,2020,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1155/2020/6724513,SLAM: A Malware Detection Method Based on Sliding Local Attention Mechanism,2020,s2,1
10.1109/access.2024.3439363,10.1109/itme53901.2021.00041,Malware Identification Method Based on Image Analysis,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/jsen.2021.3069452,GAN-Based Data Augmentation Strategy for Sensor Anomaly Detection in Industrial Robots,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/jsen.2021.3105226,Fault Detection With LSTM-Based Variational Autoencoder for Maritime Components,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/icuas51884.2021.9476736,A survey of task allocation techniques in MAS,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/csr51186.2021.9527980,Anomaly based Resilient Network Intrusion Detection using Inferential Autoencoders,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/bigdata52589.2021.9671824,CyBERT: Contextualized Embeddings for the Cybersecurity Domain,2021,crossref;opencitations;s2,3
10.1109/access.2024.3439363,10.1109/ecai52376.2021.9515086,Anomaly Detection using Generative Adversarial Networks on Firewall Log Message Data,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.cose.2021.102371,I-MAD: Interpretable malware detector using Galaxy Transformer,2021,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.48550/arxiv.2103.03806,MalBERT: Using Transformers for Cybersecurity and Malicious Software Detection,2021,openalex,1
10.1109/access.2024.3439363,10.1016/j.compenvurbsys.2022.101824,VictimFinder: Harvesting rescue requests in disaster response from social media with BERT,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.neucom.2021.12.093,GAN-based anomaly detection: A review,2022,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/iros47612.2022.9982240,RoBiGAN: A bidirectional Wasserstein GAN approach for online robot fault diagnosis via internal anomaly detection,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/icaica54878.2022.9844489,Evaluation of Safety Target Level of Unmanned Aerial Vehicle System in Fusion Airspace,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/mlccim55934.2022.00081,UAV Cooperative Search based on Multi-agent Generative Adversarial Imitation Learning,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/jiot.2022.3220981,A Transfer Learning Approach for UAV Path Design With Connectivity Outage Constraint,2022,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1177/15501477221075544,Fast and computationally efficient generative adversarial network algorithm for unmanned aerial vehicle–based network coverage optimization,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1145/3524844.3528054,Extending MAPE-K to support human-machine teaming,2022,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/jiot.2022.3211346,An Enhanced AI-Based Network Intrusion Detection System Using Generative Adversarial Networks,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/tnsm.2022.3229706,ARCADE: Adversarially Regularized Convolutional Autoencoder for Network Anomaly Detection,2022,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/access.2022.3179384,Static Malware Detection Using Stacked BiLSTM and GPT-2,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/access.2022.3222834,DeepClean: A Robust Deep Learning Technique for Autonomous Vehicle Camera Data Privacy,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/twc.2022.3220784,MIMO Channel Estimation Using Score-Based Generative Models,2022,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2204.01691,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",2022,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2210.06849,Retrospectives on the Embodied AI Workshop,2022,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2202.01142,Pop Quiz! Can a Large Language Model Help With Reverse Engineering?,2022,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2203.11931,MetaMorph: Learning Universal Controllers with Transformers,2022,openalex;s2,2
10.1109/access.2024.3439363,10.1109/ieeestd.2022.9726144,IEEE Standard for Transparency of Autonomous Systems,2022,s2,1
10.1109/access.2024.3439363,10.1109/ojvt.2023.3335180,A Comprehensive Review on Limitations of Autonomous Driving and Its Impact on Accidents and Collisions,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/eurospw59978.2023.00068,Fake it till you Detect it: Continual Anomaly Detection in Multivariate Time-Series using Generative AI,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1145/3626235,Diffusion Models: A Comprehensive Survey of Methods and Applications,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.3390/app13053136,Improving the Performance of Convolutional GAN Using History-State Ensemble for Unsupervised Early Fault Detection with Acoustic Emission Signals,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/tiv.2023.3327715,DriveLLM: Charting the Path Toward Full Autonomous Driving With Large Language Models,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.engappai.2023.107357,A literature review of fault diagnosis based on ensemble learning,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/tro.2023.3269380,On-Board Deep-Learning-Based Unmanned Aerial Vehicle Fault Cause Detection and Classification via FPGAs,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.apenergy.2023.121949,Battery fault diagnosis and failure prognosis for electric vehicles using spatio-temporal transformer networks,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/isai-nlp60301.2023.10354608,Generative AI for Self-Healing Systems,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.23919/fusion52260.2023.10224196,Deep Normalizing Flows for State Estimation,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/jiot.2023.3317629,YOLO-Based Semantic Communication With Generative AI-Aided Resource Allocation for Digital Twins Construction,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.engappai.2023.106085,Solving routing problems for multiple cooperative Unmanned Aerial Vehicles using Transformer networks,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/dsn-s58398.2023.00037,Automatic Generation of Distributed Algorithms with Generative AI,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1016/j.birob.2023.100131,Large language models for human–robot interaction: A review,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/iros55552.2023.10341488,Large Language Models as Zero-Shot Human Models for Human-Robot Interaction,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/access.2023.3296707,A Comprehensive Survey of Generative Adversarial Networks (GANs) in Cybersecurity Intrusion Detection,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.3390/s23187796,SGAN-IDS: Self-Attention-Based Generative Adversarial Network against Intrusion Detection Systems,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/isi58743.2023.10297274,Context-Augmented Key Phrase Extraction from Short Texts for Cyber Threat Intelligence Tasks,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1145/3583740.3626809,Net-GPT: A LLM-Empowered Man-in-the-Middle Chatbot for Unmanned Aerial Vehicle,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/access.2023.3319213,TII-SSRC-23 Dataset: Typological Exploration of Diverse Traffic Patterns for Intrusion Detection,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1145/3626314,Artificial Intelligence for Safety-Critical Systems in Industrial and Transportation Domains: A Survey,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/ojcoms.2023.3320646,An Overview on Generative AI at Scale With Edge–Cloud Computing,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1111/jnu.12938,The importance of transparency: Declaring the use of generative artificial intelligence (<scp>AI</scp>) in academic writing,2023,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.48550/arxiv.2302.13971,LLaMA: Open and Efficient Foundation Language Models,2023,openalex,1
10.1109/access.2024.3439363,10.4230/lipics.itp.2023.19,Inline Hardware KV-Cache Compression for Long-Context Transformer Inference: An Architectural Case for a Memory-Path Compression Engine,2023,openalex,1
10.1109/access.2024.3439363,10.1109/mnet.006.2300223,Exploring Collaborative Distributed Diffusion-Based AI-Generated Content (AIGC) in Wireless Networks,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2312.11805,Gemini: A Family of Highly Capable Multimodal Models,2023,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2306.01116,"The RefinedWeb Dataset for Falcon LLM: Outperforming Curated Corpora with Web Data, and Web Data Only",2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2310.08864,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,2023,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2311.17035,Scalable Extraction of Training Data from (Production) Language Models,2023,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2306.02707,Orca: Progressive Learning from Complex Explanation Traces of GPT-4,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2310.11986,Sociotechnical Safety Evaluation of Generative AI Systems,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2311.07226,Large Language Models for Robotics: A Survey,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2310.10844,Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2304.12298,BadGPT: Exploring Security Vulnerabilities of ChatGPT via Backdoor Attacks to InstructGPT,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2306.13033,Impacts and Risk of Generative AI Technology on Cyber Defense,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2307.02757,Wireless Multi-Agent Generative AI: From Connected Intelligence to Collective Intelligence,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2304.09349,LLM as A Robotic Brain: Unifying Egocentric Memory and Control,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2312.14950,TypeFly: Flying Drones with Large Language Model,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2306.02384,Spear or Shield: Leveraging Generative AI to Tackle Security Threats of Intelligent Network Services,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2312.15838,SecQA: A Concise Question-Answering Dataset for Evaluating Large Language Models in Computer Security,2023,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2311.06523,Generative AI for Space-Air-Ground Integrated Networks,2023,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2311.01403,REAL: Resilience and Adaptation using Large Language Models on Autonomous Aerial Robots,2023,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2311.00240,Intell-dragonfly: A Cybersecurity Attack Surface Generation Engine Based On Artificial Intelligence-generated Content Technology,2023,openalex;s2,2
10.1109/access.2024.3439363,10.35842/ijicom.v5i1.55,IDS-GAN: Stepping up Intrusion Detection Method using GAN Algorithm,2023,openalex;s2,2
10.1109/access.2024.3439363,10.1109/mwc.016.2300547,Generative AI for Space-Air-Ground Integrated Networks,2023,s2,1
10.1109/access.2024.3439363,10.1109/cdc56724.2024.10885890,REAL: Resilience and Adaptation using Large Language Models on Autonomous Aerial Robots,2023,s2,1
10.1109/access.2024.3439363,10.1109/icra57147.2024.10611477,Open X-Embodiment: Robotic Learning Datasets and RT-X Models : Open X-Embodiment Collaboration0,2023,s2,1
10.1109/access.2024.3439363,10.48550/arxiv.2301.13188,Extracting Training Data from Diffusion Models,2023,s2,1
10.1109/access.2024.3439363,10.48550/arxiv.2303.13052,Generative AI-aided Optimization for AI-Generated Content (AIGC) Services in Edge Networks,2023,s2,1
10.1109/access.2024.3439363,10.1145/3673225,Secure UAV (Drone) and the Great Promise of AI,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.cose.2024.104016,A survey of large language models for cyber threat detection,2024,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1016/j.hcc.2024.100211,"A survey on large language model (LLM) security and privacy: The Good, The Bad, and The Ugly",2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/access.2024.3381611,Privacy and Security Concerns in Generative AI: A Comprehensive Survey,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1007/s11370-024-00550-5,A survey on integration of large language models with intelligent robots,2024,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1109/access.2024.3363657,"Security Considerations in AI-Robotics: A Survey of Current Methods, Challenges, and Opportunities",2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/comst.2024.3353265,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.3390/s24041330,Anomaly Detection Methods in Autonomous Robotic Missions,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1007/s11704-024-40231-1,A survey on large language model based autonomous agents,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/wacvw60836.2024.00106,A Survey on Multimodal Large Language Models for Autonomous Driving,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/access.2024.3387941,ChatGPT for Robotics: Design Principles and Model Abilities,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/mwc.013.2300485,Generative AI for Integrated Sensing and Communication: Insights From the Physical Layer Perspective,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1007/s00146-024-01889-0,"Generative AI and human–robot interaction: implications and future agenda for business, society and ethics",2024,crossref;openalex;opencitations;s2,4
